name,diameter,weight,red,green,blue
orange,7.00,131.46,158.00,91.00,16.00
orange,7.00,131.46,157.00,89.00,2.00
orange,7.00,131.50,152.00,93.00,2.00
orange,7.00,131.55,155.00,77.00,2.00
orange,7.01,131.55,153.00,80.00,6.00
orange,7.01,131.60,145.00,79.00,7.00
orange,7.01,131.61,158.00,87.00,7.00
orange,7.01,131.62,157.00,83.00,10.00
orange,7.01,131.62,153.00,66.00,18.00
orange,7.01,131.65,157.00,72.00,7.00
orange,7.01,131.66,160.00,94.00,14.00
orange,7.01,131.69,159.00,85.00,2.00
orange,7.01,131.73,153.00,75.00,10.00
orange,7.02,131.75,173.00,83.00,11.00
orange,7.02,131.78,148.00,81.00,2.00
orange,7.02,131.80,165.00,76.00,2.00
orange,7.02,131.81,163.00,81.00,2.00
orange,7.02,131.85,147.00,79.00,17.00
orange,7.02,131.86,167.00,71.00,20.00
orange,7.02,131.86,154.00,98.00,12.00
orange,7.02,131.86,160.00,93.00,11.00
orange,7.02,131.89,147.00,86.00,2.00
orange,7.03,131.90,162.00,97.00,19.00
orange,7.03,131.91,153.00,77.00,26.00
orange,7.03,131.92,155.00,81.00,6.00
orange,7.03,131.93,165.00,80.00,15.00
orange,7.03,131.93,159.00,89.00,3.00
orange,7.03,131.94,149.00,99.00,2.00
orange,7.03,131.94,146.00,79.00,4.00
orange,7.03,131.97,134.00,85.00,4.00
orange,7.03,131.97,156.00,93.00,9.00
orange,7.03,131.97,175.00,74.00,10.00
orange,7.03,131.97,160.00,80.00,2.00
orange,7.03,131.98,160.00,90.00,2.00
orange,7.03,131.99,161.00,52.00,9.00
orange,7.03,132.04,153.00,90.00,11.00
orange,7.04,132.06,166.00,96.00,3.00
orange,7.04,132.06,150.00,85.00,27.00
orange,7.04,132.08,166.00,86.00,2.00
orange,7.04,132.12,161.00,73.00,6.00
orange,7.04,132.14,176.00,81.00,6.00
orange,7.05,132.15,166.00,90.00,2.00
orange,7.05,132.15,172.00,64.00,5.00
orange,7.05,132.17,163.00,89.00,14.00
orange,7.05,132.19,157.00,79.00,2.00
orange,7.05,132.19,173.00,84.00,9.00
orange,7.06,132.19,169.00,92.00,2.00
orange,7.06,132.24,158.00,82.00,10.00
orange,7.06,132.26,146.00,85.00,2.00
orange,7.06,132.30,169.00,94.00,2.00
orange,7.06,132.30,158.00,86.00,2.00
orange,7.06,132.32,157.00,101.00,4.00
orange,7.06,132.34,129.00,80.00,6.00
orange,7.07,132.37,180.00,78.00,2.00
orange,7.07,132.38,148.00,74.00,6.00
orange,7.07,132.41,143.00,82.00,2.00
orange,7.07,132.42,167.00,74.00,18.00
orange,7.07,132.43,163.00,62.00,12.00
orange,7.07,132.44,150.00,83.00,2.00
orange,7.07,132.53,169.00,67.00,2.00
orange,7.08,132.55,149.00,78.00,10.00
orange,7.08,132.58,159.00,76.00,2.00
orange,7.08,132.59,154.00,85.00,5.00
orange,7.08,132.59,169.00,95.00,7.00
orange,7.08,132.60,153.00,77.00,2.00
orange,7.08,132.62,145.00,107.00,19.00
orange,7.08,132.67,166.00,60.00,2.00
orange,7.08,132.68,155.00,83.00,2.00
orange,7.08,132.70,152.00,93.00,2.00
orange,7.09,132.73,144.00,76.00,2.00
orange,7.09,132.73,161.00,99.00,2.00
orange,7.09,132.74,162.00,73.00,6.00
orange,7.09,132.75,163.00,78.00,21.00
orange,7.09,132.76,156.00,70.00,12.00
orange,7.09,132.77,168.00,57.00,12.00
orange,7.09,132.85,143.00,76.00,2.00
orange,7.10,132.86,149.00,77.00,2.00
orange,7.10,132.88,165.00,87.00,10.00
orange,7.10,132.88,149.00,84.00,8.00
orange,7.10,132.88,162.00,91.00,13.00
orange,7.10,132.91,159.00,77.00,6.00
orange,7.10,132.93,148.00,67.00,15.00
orange,7.10,132.94,158.00,69.00,2.00
orange,7.10,132.98,163.00,75.00,2.00
orange,7.10,132.98,161.00,64.00,20.00
orange,7.10,132.99,160.00,85.00,29.00
orange,7.10,133.00,155.00,76.00,2.00
orange,7.11,133.00,144.00,71.00,2.00
orange,7.11,133.01,173.00,57.00,12.00
orange,7.11,133.02,172.00,89.00,2.00
orange,7.11,133.02,143.00,86.00,2.00
orange,7.11,133.03,166.00,73.00,5.00
orange,7.11,133.03,179.00,71.00,2.00
orange,7.11,133.04,162.00,73.00,2.00
orange,7.11,133.04,152.00,84.00,2.00
orange,7.11,133.05,186.00,76.00,4.00
orange,7.11,133.05,141.00,91.00,16.00
orange,7.11,133.06,146.00,65.00,12.00
orange,7.11,133.07,159.00,72.00,16.00
orange,7.12,133.09,153.00,63.00,7.00
orange,7.12,133.10,150.00,90.00,2.00
orange,7.12,133.12,139.00,95.00,2.00
orange,7.12,133.17,157.00,89.00,2.00
orange,7.12,133.19,164.00,92.00,4.00
orange,7.12,133.19,146.00,84.00,15.00
orange,7.12,133.20,175.00,100.00,2.00
orange,7.12,133.20,147.00,82.00,15.00
orange,7.12,133.21,159.00,76.00,5.00
orange,7.13,133.21,156.00,93.00,2.00
orange,7.13,133.22,147.00,98.00,14.00
orange,7.13,133.24,168.00,71.00,2.00
orange,7.13,133.25,140.00,74.00,2.00
orange,7.14,133.26,150.00,74.00,2.00
orange,7.14,133.27,156.00,98.00,11.00
orange,7.14,133.27,138.00,73.00,2.00
orange,7.14,133.28,147.00,83.00,2.00
orange,7.14,133.28,164.00,83.00,14.00
orange,7.14,133.29,178.00,78.00,9.00
orange,7.14,133.29,140.00,67.00,9.00
orange,7.14,133.30,148.00,97.00,2.00
orange,7.15,133.33,147.00,78.00,26.00
orange,7.15,133.36,160.00,86.00,2.00
orange,7.15,133.37,154.00,75.00,3.00
orange,7.15,133.39,155.00,90.00,7.00
orange,7.15,133.40,158.00,69.00,4.00
orange,7.15,133.40,172.00,73.00,18.00
orange,7.15,133.44,155.00,82.00,2.00
orange,7.15,133.44,156.00,77.00,4.00
orange,7.15,133.45,162.00,69.00,2.00
orange,7.15,133.48,149.00,85.00,4.00
orange,7.15,133.49,145.00,74.00,5.00
orange,7.16,133.52,166.00,77.00,2.00
orange,7.16,133.54,145.00,81.00,2.00
orange,7.16,133.55,149.00,93.00,2.00
orange,7.16,133.57,169.00,75.00,9.00
orange,7.16,133.59,153.00,75.00,2.00
orange,7.16,133.59,173.00,92.00,5.00
orange,7.16,133.62,154.00,69.00,11.00
orange,7.16,133.63,156.00,66.00,7.00
orange,7.16,133.63,161.00,77.00,2.00
orange,7.16,133.64,161.00,95.00,7.00
orange,7.17,133.65,146.00,90.00,3.00
orange,7.17,133.66,167.00,73.00,13.00
orange,7.17,133.68,169.00,69.00,2.00
orange,7.17,133.69,145.00,83.00,2.00
orange,7.17,133.70,154.00,87.00,8.00
orange,7.17,133.70,147.00,74.00,13.00
orange,7.17,133.71,151.00,83.00,2.00
orange,7.18,133.73,159.00,90.00,12.00
orange,7.18,133.74,158.00,63.00,2.00
orange,7.18,133.77,163.00,75.00,2.00
orange,7.18,133.78,175.00,78.00,2.00
orange,7.18,133.79,169.00,85.00,7.00
orange,7.18,133.80,166.00,86.00,9.00
orange,7.19,133.81,146.00,85.00,2.00
orange,7.19,133.82,138.00,69.00,2.00
orange,7.19,133.82,156.00,76.00,2.00
orange,7.19,133.84,157.00,82.00,8.00
orange,7.19,133.86,148.00,70.00,16.00
orange,7.19,133.90,146.00,70.00,4.00
orange,7.19,133.90,157.00,79.00,8.00
orange,7.19,133.90,164.00,67.00,13.00
orange,7.19,133.91,150.00,78.00,12.00
orange,7.19,133.92,154.00,99.00,19.00
orange,7.19,134.01,153.00,83.00,2.00
orange,7.20,134.02,152.00,81.00,24.00
orange,7.20,134.03,154.00,83.00,11.00
orange,7.20,134.03,159.00,97.00,2.00
orange,7.20,134.03,169.00,87.00,13.00
orange,7.20,134.04,153.00,67.00,2.00
orange,7.20,134.05,145.00,99.00,2.00
orange,7.20,134.07,153.00,76.00,11.00
orange,7.20,134.08,155.00,91.00,2.00
orange,7.21,134.09,145.00,68.00,5.00
orange,7.21,134.09,139.00,73.00,7.00
orange,7.21,134.10,164.00,73.00,6.00
orange,7.21,134.11,161.00,68.00,2.00
orange,7.21,134.11,147.00,55.00,17.00
orange,7.21,134.12,147.00,93.00,2.00
orange,7.21,134.13,157.00,74.00,4.00
orange,7.21,134.13,147.00,99.00,4.00
orange,7.21,134.16,155.00,85.00,2.00
orange,7.21,134.17,180.00,87.00,9.00
orange,7.22,134.17,150.00,94.00,5.00
orange,7.22,134.19,162.00,82.00,17.00
orange,7.22,134.20,161.00,80.00,2.00
orange,7.22,134.21,170.00,90.00,9.00
orange,7.22,134.23,140.00,80.00,2.00
orange,7.22,134.23,156.00,69.00,9.00
orange,7.22,134.25,137.00,84.00,10.00
orange,7.22,134.25,167.00,86.00,10.00
orange,7.22,134.27,169.00,56.00,9.00
orange,7.22,134.27,152.00,70.00,20.00
orange,7.22,134.28,152.00,73.00,10.00
orange,7.23,134.29,149.00,78.00,5.00
orange,7.23,134.33,155.00,79.00,20.00
orange,7.23,134.34,164.00,84.00,18.00
orange,7.23,134.35,163.00,82.00,16.00
orange,7.23,134.36,151.00,84.00,2.00
orange,7.23,134.37,151.00,84.00,5.00
orange,7.23,134.39,142.00,103.00,2.00
orange,7.23,134.40,150.00,106.00,2.00
orange,7.23,134.42,158.00,87.00,12.00
orange,7.23,134.45,181.00,87.00,10.00
orange,7.23,134.45,159.00,75.00,4.00
orange,7.23,134.47,168.00,86.00,17.00
orange,7.24,134.47,145.00,93.00,2.00
orange,7.24,134.47,157.00,98.00,2.00
orange,7.24,134.48,156.00,84.00,2.00
orange,7.24,134.49,174.00,96.00,5.00
orange,7.24,134.54,168.00,91.00,2.00
orange,7.24,134.54,127.00,74.00,11.00
orange,7.25,134.56,156.00,67.00,17.00
orange,7.25,134.58,167.00,78.00,6.00
orange,7.25,134.59,159.00,100.00,2.00
orange,7.26,134.61,152.00,85.00,2.00
orange,7.26,134.62,162.00,76.00,5.00
orange,7.26,134.67,168.00,71.00,6.00
orange,7.26,134.68,164.00,91.00,2.00
orange,7.26,134.68,160.00,80.00,12.00
orange,7.26,134.69,143.00,84.00,2.00
orange,7.26,134.70,169.00,62.00,2.00
orange,7.26,134.70,160.00,94.00,8.00
orange,7.26,134.71,147.00,80.00,2.00
orange,7.26,134.71,159.00,92.00,3.00
orange,7.26,134.72,160.00,84.00,2.00
orange,7.26,134.72,162.00,85.00,14.00
orange,7.26,134.73,149.00,83.00,12.00
orange,7.27,134.74,160.00,87.00,2.00
orange,7.27,134.76,146.00,83.00,13.00
orange,7.27,134.78,164.00,78.00,10.00
orange,7.27,134.79,182.00,81.00,2.00
orange,7.27,134.79,145.00,73.00,9.00
orange,7.27,134.80,153.00,85.00,4.00
orange,7.27,134.80,158.00,86.00,3.00
orange,7.27,134.81,143.00,78.00,10.00
orange,7.27,134.82,163.00,80.00,20.00
orange,7.27,134.83,156.00,75.00,2.00
orange,7.28,134.85,149.00,76.00,11.00
orange,7.28,134.85,154.00,98.00,2.00
orange,7.28,134.86,167.00,80.00,2.00
orange,7.28,134.87,139.00,96.00,2.00
orange,7.28,134.88,151.00,75.00,2.00
orange,7.28,134.89,165.00,77.00,2.00
orange,7.28,134.89,166.00,88.00,10.00
orange,7.28,134.90,150.00,72.00,13.00
orange,7.28,134.93,160.00,77.00,2.00
orange,7.28,134.99,163.00,77.00,2.00
orange,7.28,135.00,145.00,82.00,9.00
orange,7.28,135.02,147.00,73.00,2.00
orange,7.29,135.02,147.00,82.00,3.00
orange,7.29,135.08,167.00,73.00,14.00
orange,7.29,135.08,161.00,58.00,2.00
orange,7.29,135.10,154.00,72.00,8.00
orange,7.29,135.13,162.00,100.00,4.00
orange,7.29,135.14,158.00,64.00,2.00
orange,7.29,135.14,167.00,78.00,2.00
orange,7.29,135.20,154.00,85.00,2.00
orange,7.29,135.21,162.00,77.00,13.00
orange,7.30,135.22,187.00,85.00,24.00
orange,7.30,135.22,157.00,79.00,2.00
orange,7.30,135.24,175.00,102.00,4.00
orange,7.30,135.24,147.00,93.00,2.00
orange,7.30,135.24,138.00,72.00,12.00
orange,7.30,135.25,155.00,98.00,9.00
orange,7.30,135.26,159.00,86.00,2.00
orange,7.30,135.27,164.00,80.00,2.00
orange,7.30,135.28,174.00,81.00,19.00
orange,7.30,135.33,163.00,81.00,11.00
orange,7.31,135.35,165.00,74.00,2.00
orange,7.31,135.36,143.00,85.00,17.00
orange,7.31,135.40,144.00,81.00,2.00
orange,7.31,135.40,165.00,77.00,4.00
orange,7.31,135.41,149.00,79.00,12.00
orange,7.31,135.43,164.00,89.00,2.00
orange,7.31,135.44,148.00,87.00,7.00
orange,7.31,135.45,155.00,87.00,2.00
orange,7.31,135.46,159.00,89.00,3.00
orange,7.31,135.48,155.00,63.00,3.00
orange,7.31,135.52,165.00,93.00,2.00
orange,7.31,135.53,152.00,96.00,11.00
orange,7.31,135.55,154.00,75.00,2.00
orange,7.32,135.55,143.00,79.00,2.00
orange,7.32,135.56,169.00,92.00,3.00
orange,7.32,135.63,155.00,87.00,10.00
orange,7.32,135.64,153.00,58.00,2.00
orange,7.32,135.66,134.00,81.00,9.00
orange,7.32,135.68,148.00,69.00,10.00
orange,7.32,135.68,155.00,80.00,9.00
orange,7.32,135.69,149.00,76.00,7.00
orange,7.32,135.69,150.00,75.00,2.00
orange,7.32,135.72,133.00,89.00,2.00
orange,7.32,135.74,161.00,88.00,7.00
orange,7.32,135.74,160.00,92.00,20.00
orange,7.33,135.75,167.00,90.00,2.00
orange,7.33,135.76,160.00,86.00,2.00
orange,7.33,135.78,145.00,82.00,2.00
orange,7.33,135.79,170.00,82.00,5.00
orange,7.33,135.80,149.00,83.00,8.00
orange,7.33,135.81,174.00,81.00,21.00
orange,7.34,135.81,152.00,83.00,14.00
orange,7.34,135.82,158.00,77.00,6.00
orange,7.34,135.87,165.00,80.00,10.00
orange,7.34,135.88,140.00,63.00,3.00
orange,7.34,135.89,166.00,69.00,2.00
orange,7.34,135.90,168.00,86.00,2.00
orange,7.34,135.91,165.00,93.00,4.00
orange,7.35,135.93,157.00,75.00,2.00
orange,7.35,135.94,146.00,79.00,10.00
orange,7.35,135.94,161.00,66.00,7.00
orange,7.35,135.95,162.00,72.00,2.00
orange,7.35,135.95,162.00,76.00,12.00
orange,7.35,135.96,139.00,79.00,2.00
orange,7.35,135.98,157.00,79.00,2.00
orange,7.35,136.00,158.00,82.00,22.00
orange,7.35,136.00,149.00,83.00,19.00
orange,7.35,136.01,149.00,73.00,16.00
orange,7.36,136.01,142.00,66.00,11.00
orange,7.36,136.01,171.00,87.00,2.00
orange,7.36,136.02,153.00,58.00,2.00
orange,7.36,136.02,141.00,75.00,3.00
orange,7.36,136.04,151.00,88.00,3.00
orange,7.36,136.04,157.00,93.00,2.00
orange,7.36,136.04,149.00,68.00,2.00
orange,7.36,136.05,148.00,89.00,2.00
orange,7.36,136.06,153.00,84.00,14.00
orange,7.36,136.07,136.00,98.00,2.00
orange,7.37,136.07,147.00,66.00,16.00
orange,7.37,136.08,154.00,94.00,6.00
orange,7.37,136.10,162.00,79.00,16.00
orange,7.37,136.10,163.00,74.00,4.00
orange,7.37,136.11,149.00,73.00,11.00
orange,7.38,136.12,166.00,94.00,2.00
orange,7.38,136.13,153.00,73.00,2.00
orange,7.38,136.17,144.00,77.00,17.00
orange,7.38,136.18,152.00,90.00,10.00
orange,7.38,136.20,154.00,93.00,2.00
orange,7.38,136.22,151.00,99.00,9.00
orange,7.38,136.23,139.00,92.00,18.00
orange,7.38,136.27,151.00,80.00,5.00
orange,7.39,136.28,156.00,75.00,16.00
orange,7.39,136.30,170.00,75.00,24.00
orange,7.39,136.31,159.00,56.00,6.00
orange,7.39,136.31,160.00,59.00,15.00
orange,7.39,136.31,159.00,90.00,9.00
orange,7.39,136.32,150.00,76.00,2.00
orange,7.39,136.33,145.00,83.00,13.00
orange,7.39,136.33,189.00,80.00,16.00
orange,7.39,136.33,166.00,85.00,2.00
orange,7.39,136.35,160.00,74.00,3.00
orange,7.39,136.36,160.00,90.00,17.00
orange,7.39,136.39,168.00,90.00,7.00
orange,7.39,136.41,135.00,73.00,2.00
orange,7.40,136.43,148.00,86.00,2.00
orange,7.40,136.44,157.00,85.00,19.00
orange,7.40,136.45,155.00,100.00,15.00
orange,7.40,136.45,159.00,91.00,2.00
orange,7.40,136.45,156.00,94.00,2.00
orange,7.40,136.46,168.00,74.00,5.00
orange,7.40,136.47,148.00,90.00,2.00
orange,7.40,136.48,156.00,91.00,8.00
orange,7.40,136.48,150.00,70.00,2.00
orange,7.41,136.49,143.00,91.00,2.00
orange,7.41,136.49,147.00,86.00,17.00
orange,7.41,136.50,152.00,69.00,2.00
orange,7.41,136.53,171.00,88.00,11.00
orange,7.41,136.54,155.00,70.00,10.00
orange,7.41,136.55,151.00,83.00,2.00
orange,7.41,136.56,142.00,90.00,12.00
orange,7.41,136.58,161.00,95.00,2.00
orange,7.41,136.60,142.00,81.00,2.00
orange,7.42,136.61,154.00,76.00,15.00
orange,7.42,136.63,150.00,84.00,2.00
orange,7.42,136.64,163.00,78.00,10.00
orange,7.42,136.68,164.00,94.00,2.00
orange,7.42,136.69,146.00,79.00,3.00
orange,7.42,136.71,164.00,66.00,2.00
orange,7.42,136.76,159.00,82.00,7.00
orange,7.42,136.77,144.00,78.00,2.00
orange,7.42,136.79,166.00,75.00,7.00
orange,7.43,136.81,152.00,77.00,2.00
orange,7.43,136.84,152.00,83.00,2.00
orange,7.43,136.90,141.00,82.00,4.00
orange,7.43,136.93,176.00,80.00,2.00
orange,7.43,136.95,144.00,76.00,17.00
orange,7.43,137.00,175.00,80.00,2.00
orange,7.43,137.07,156.00,70.00,2.00
orange,7.43,137.08,155.00,96.00,2.00
orange,7.43,137.10,158.00,78.00,3.00
orange,7.44,137.12,164.00,97.00,2.00
orange,7.44,137.18,140.00,88.00,2.00
orange,7.44,137.23,148.00,85.00,2.00
orange,7.44,137.24,166.00,83.00,7.00
orange,7.44,137.24,163.00,84.00,2.00
orange,7.44,137.24,172.00,80.00,4.00
orange,7.44,137.24,139.00,94.00,8.00
orange,7.44,137.25,171.00,81.00,6.00
orange,7.44,137.28,160.00,99.00,16.00
orange,7.45,137.29,148.00,71.00,2.00
orange,7.45,137.30,164.00,92.00,18.00
orange,7.45,137.32,155.00,85.00,26.00
orange,7.45,137.32,168.00,79.00,11.00
orange,7.45,137.33,151.00,87.00,7.00
orange,7.45,137.34,155.00,91.00,20.00
orange,7.45,137.35,168.00,79.00,16.00
orange,7.45,137.35,164.00,73.00,11.00
orange,7.45,137.38,144.00,73.00,2.00
orange,7.45,137.38,150.00,88.00,12.00
orange,7.45,137.39,160.00,87.00,2.00
orange,7.45,137.41,157.00,84.00,24.00
orange,7.45,137.42,151.00,71.00,2.00
orange,7.45,137.44,170.00,87.00,13.00
orange,7.45,137.45,173.00,87.00,2.00
orange,7.46,137.51,185.00,82.00,8.00
orange,7.46,137.53,136.00,73.00,10.00
orange,7.46,137.54,179.00,82.00,2.00
orange,7.46,137.54,156.00,106.00,18.00
orange,7.46,137.54,161.00,75.00,2.00
orange,7.46,137.57,176.00,69.00,6.00
orange,7.46,137.60,146.00,69.00,17.00
orange,7.46,137.62,156.00,91.00,10.00
orange,7.46,137.67,154.00,82.00,2.00
orange,7.46,137.70,150.00,99.00,5.00
orange,7.46,137.71,166.00,73.00,2.00
orange,7.47,137.72,158.00,87.00,6.00
orange,7.47,137.73,158.00,76.00,13.00
orange,7.47,137.76,158.00,98.00,2.00
orange,7.47,137.76,161.00,78.00,2.00
orange,7.47,137.78,163.00,96.00,2.00
orange,7.47,137.81,152.00,74.00,2.00
orange,7.47,137.82,175.00,67.00,4.00
orange,7.47,137.83,153.00,82.00,2.00
orange,7.47,137.83,138.00,81.00,10.00
orange,7.47,137.84,157.00,91.00,2.00
orange,7.47,137.84,154.00,91.00,2.00
orange,7.47,137.88,175.00,92.00,2.00
orange,7.48,137.88,173.00,78.00,9.00
orange,7.48,137.89,158.00,81.00,2.00
orange,7.48,137.89,152.00,70.00,6.00
orange,7.48,137.89,164.00,86.00,15.00
orange,7.48,137.92,148.00,88.00,16.00
orange,7.48,137.92,146.00,72.00,8.00
orange,7.48,137.93,157.00,91.00,18.00
orange,7.48,137.95,167.00,94.00,11.00
orange,7.48,137.95,152.00,71.00,2.00
orange,7.48,137.96,157.00,86.00,2.00
orange,7.49,137.97,139.00,86.00,2.00
orange,7.49,137.98,163.00,85.00,6.00
orange,7.49,137.98,149.00,69.00,2.00
orange,7.49,137.99,168.00,69.00,2.00
orange,7.49,138.00,144.00,84.00,2.00
orange,7.49,138.00,155.00,102.00,2.00
orange,7.49,138.03,158.00,96.00,2.00
orange,7.49,138.04,154.00,78.00,2.00
orange,7.49,138.05,142.00,67.00,9.00
orange,7.49,138.06,163.00,86.00,6.00
orange,7.49,138.06,167.00,72.00,3.00
orange,7.49,138.06,142.00,92.00,23.00
orange,7.50,138.09,141.00,99.00,2.00
orange,7.50,138.09,162.00,85.00,2.00
orange,7.50,138.09,158.00,80.00,2.00
orange,7.50,138.09,152.00,82.00,2.00
orange,7.50,138.09,163.00,90.00,2.00
orange,7.50,138.09,155.00,92.00,2.00
orange,7.50,138.09,143.00,58.00,16.00
orange,7.50,138.13,153.00,72.00,15.00
orange,7.50,138.14,170.00,101.00,13.00
orange,7.50,138.14,148.00,83.00,2.00
orange,7.51,138.16,157.00,69.00,8.00
orange,7.51,138.17,157.00,70.00,2.00
orange,7.51,138.18,160.00,83.00,21.00
orange,7.51,138.19,157.00,74.00,4.00
orange,7.51,138.19,147.00,90.00,19.00
orange,7.51,138.21,147.00,81.00,2.00
orange,7.51,138.21,145.00,77.00,18.00
orange,7.51,138.23,148.00,73.00,2.00
orange,7.51,138.23,163.00,71.00,18.00
orange,7.51,138.24,142.00,76.00,4.00
orange,7.51,138.27,138.00,75.00,15.00
orange,7.51,138.29,173.00,109.00,3.00
orange,7.51,138.29,164.00,85.00,18.00
orange,7.52,138.33,157.00,72.00,5.00
orange,7.52,138.33,173.00,103.00,2.00
orange,7.52,138.34,177.00,99.00,2.00
orange,7.52,138.36,157.00,74.00,2.00
orange,7.52,138.37,156.00,82.00,2.00
orange,7.52,138.37,136.00,76.00,6.00
orange,7.52,138.39,146.00,76.00,2.00
orange,7.52,138.42,167.00,89.00,2.00
orange,7.52,138.42,172.00,80.00,2.00
orange,7.52,138.44,157.00,91.00,5.00
orange,7.52,138.44,165.00,88.00,4.00
orange,7.52,138.46,154.00,87.00,12.00
orange,7.52,138.46,182.00,69.00,15.00
orange,7.52,138.47,149.00,85.00,2.00
orange,7.52,138.48,167.00,79.00,18.00
orange,7.52,138.49,158.00,102.00,6.00
orange,7.52,138.54,169.00,85.00,22.00
orange,7.53,138.54,178.00,93.00,2.00
orange,7.53,138.57,172.00,64.00,2.00
orange,7.53,138.58,154.00,78.00,5.00
orange,7.53,138.59,155.00,98.00,6.00
orange,7.53,138.60,144.00,85.00,11.00
orange,7.53,138.60,153.00,87.00,7.00
orange,7.53,138.62,145.00,78.00,23.00
orange,7.53,138.62,165.00,102.00,12.00
orange,7.53,138.62,175.00,72.00,11.00
orange,7.53,138.65,168.00,92.00,2.00
orange,7.53,138.67,154.00,94.00,2.00
orange,7.53,138.67,170.00,63.00,2.00
orange,7.54,138.67,132.00,111.00,2.00
orange,7.54,138.68,166.00,93.00,5.00
orange,7.54,138.69,170.00,89.00,2.00
orange,7.54,138.69,156.00,75.00,13.00
orange,7.54,138.72,158.00,59.00,11.00
orange,7.54,138.72,145.00,82.00,7.00
orange,7.54,138.73,145.00,77.00,2.00
orange,7.55,138.73,145.00,83.00,7.00
orange,7.55,138.75,155.00,89.00,13.00
orange,7.55,138.76,155.00,79.00,9.00
orange,7.55,138.77,147.00,91.00,10.00
orange,7.55,138.78,154.00,90.00,9.00
orange,7.55,138.80,155.00,88.00,6.00
orange,7.55,138.83,157.00,90.00,2.00
orange,7.55,138.84,154.00,68.00,2.00
orange,7.55,138.84,160.00,77.00,2.00
orange,7.55,138.85,167.00,78.00,9.00
orange,7.55,138.85,175.00,102.00,2.00
orange,7.55,138.86,151.00,73.00,2.00
orange,7.56,138.86,162.00,68.00,19.00
orange,7.56,138.88,158.00,90.00,7.00
orange,7.56,138.88,150.00,83.00,14.00
orange,7.56,138.89,168.00,75.00,2.00
orange,7.56,138.94,160.00,80.00,10.00
orange,7.56,138.97,146.00,83.00,20.00
orange,7.56,138.98,173.00,86.00,15.00
orange,7.56,139.00,146.00,75.00,10.00
orange,7.56,139.01,159.00,62.00,2.00
orange,7.56,139.01,157.00,82.00,6.00
orange,7.56,139.01,149.00,89.00,2.00
orange,7.56,139.01,146.00,67.00,6.00
orange,7.57,139.02,150.00,67.00,2.00
orange,7.57,139.04,154.00,91.00,2.00
orange,7.57,139.04,165.00,84.00,3.00
orange,7.57,139.05,144.00,95.00,2.00
orange,7.57,139.05,147.00,84.00,5.00
orange,7.57,139.06,146.00,81.00,2.00
orange,7.57,139.07,161.00,79.00,2.00
orange,7.57,139.07,180.00,83.00,2.00
orange,7.57,139.08,159.00,79.00,6.00
orange,7.57,139.09,149.00,82.00,9.00
orange,7.57,139.09,149.00,86.00,8.00
orange,7.57,139.11,159.00,92.00,20.00
orange,7.57,139.11,142.00,71.00,10.00
orange,7.57,139.12,142.00,96.00,7.00
orange,7.58,139.13,155.00,75.00,11.00
orange,7.58,139.14,141.00,73.00,2.00
orange,7.58,139.15,161.00,83.00,14.00
orange,7.58,139.17,147.00,73.00,2.00
orange,7.58,139.19,145.00,85.00,11.00
orange,7.58,139.19,168.00,84.00,7.00
orange,7.58,139.20,171.00,86.00,2.00
orange,7.58,139.20,154.00,89.00,6.00
orange,7.58,139.22,166.00,92.00,3.00
orange,7.58,139.23,158.00,83.00,5.00
orange,7.58,139.24,167.00,77.00,2.00
